"family","n_train","auc_K1","auc_K2","auc_K3","auc_K4","auc_K5","auc_VT","oracle_optimal_method"
"radial",500,0.757948508240062,NA,NA,NA,NA,0.803805254185662,6
"radial",500,0.660238305986575,0.646571340961542,0.784983966858634,0.755927544849966,0.777449073206219,0.791081278033169,6
"radial",300,0.495604513651565,0.49593681643311,0.49593681643311,0.50067641028002,0.507742713833594,0.567891878236706,6
"radial",300,0.535078828828829,0.554766731016731,0.554766731016731,0.550947018447018,0.525490669240669,0.729173101673102,6
"radial",300,0.51252213642857,0.512493353390566,0.500437047708643,0.516483591395993,0.495225045484775,0.534090478722518,6
"radial",300,0.50394093308088,NA,NA,NA,NA,0.583356119506168,6
"radial",300,0.498471573656852,0.519404962228348,0.519404962228348,0.519404962228348,0.519404962228348,0.570668194240569,6
"radial",200,0.756905195536276,0.614036888638697,0.699037054207093,0.667963839862247,0.67945428656578,0.247890327494288,1
"random",300,0.592723151052408,0.5315594435332,0.5315594435332,0.5315594435332,0.5315594435332,0.636272657221695,6
"random",300,0.501118166032308,0.507395974017622,0.507833739673408,0.562305965306158,0.528336373575617,0.584992311694994,6
"random",200,0.700302987740033,0.664630027222077,0.664630027222077,0.681229140330812,0.6557168034459,0.430020199182669,1
"random",200,0.661108303857167,0.687925599749753,0.692870377054308,0.631054645203205,0.686963112683173,0.833826607954956,6
"random",300,0.616577229183412,0.584416421811406,0.500790985324248,0.497317431359928,0.534960661959665,0.809115174800531,6
"random",300,0.526774461244838,0.61131183662602,0.624228772343674,0.644876336079209,0.62182006616477,0.463019019571982,4
"random",500,0.331546136775592,0.259694059053718,0.260721061814979,0.473909894801037,0.360022699937321,0.364414460198879,4
"random",300,0.496580030097336,0.534208203925461,0.652314733286373,0.625128574058658,0.569108306384478,0.718767009797643,6
"random",1000,0.821565829827561,0.848765140679659,0.837085062905728,0.861274597229653,0.858347000889411,0.826007639843287,4
"random",200,0.537990663109756,0.551773691565041,0.830483041158537,0.544024707825203,0.615893356199187,0.869458206300813,6
"random",500,0.6407761134964,0.75185740849163,0.732737146543499,0.727759888108249,0.764069818501171,0.747616066007459,5
"random",1000,0.688832224685883,0.901917432161335,0.869345898004435,0.881109703304825,0.878132720937599,0.724957237884067,2
"random",300,0.424612291284203,0.422182008916863,0.422182008916863,0.422182008916863,0.422182008916863,0.623355188390594,6
"random",500,0.904421766263871,0.912146596357123,0.906875176612019,0.888711678185362,0.902708330339909,0.922261974893554,6
"random",500,0.533853654799668,0.641646481782197,0.645854815997516,0.645049436587207,0.538931375424739,0.75769671568494,6
"random",500,0.736483454404224,0.672274879897221,0.655542495540992,0.612462670757792,0.678187194048278,0.42078683550532,1
"random",500,0.880991052033719,0.919698728551785,0.93357530042448,0.913357679507364,0.896358536439546,0.93840301719843,6
"random",500,0.517766752586572,0.700934109723788,0.725689333725837,0.872265341729072,0.839610991046619,0.637219354236521,4
"s_shaped",1000,0.499712435297942,0.501198269610662,0.501198269610662,0.501198269610662,0.632232252256758,0.596639243829862,5
"s_shaped",500,0.552000272098227,0.574395856904342,0.5295301603879,0.610071235716094,0.618045114286257,0.563881561243609,5
"s_shaped",200,0.49367873512695,0.587606100338141,0.644661003981482,0.757443650681732,0.727374012255483,0.626573815431667,4
"s_shaped",300,0.479350540965693,0.707919553618246,0.688476410053196,0.722679031024973,0.731807702006556,0.641259491416197,5
"s_shaped",500,0.59205166850811,0.634418884405374,0.686155946261869,0.672422679380634,0.692507425821844,0.720498871114954,6
"s_shaped",200,0.629078129078129,0.738297238297238,0.757720257720258,0.766848766848767,0.732955732955733,0.686745686745687,4
"s_shaped",500,0.519339196211064,0.508627810601182,0.508627810601182,0.507634274833894,0.501628558628111,0.548576748762955,6
"s_shaped",500,0.681928553419855,0.698611127785848,0.698611127785848,0.698611127785848,0.698611127785848,0.591936497264676,2
"s_shaped",500,0.561605804077378,NA,NA,NA,NA,0.680159566114607,6
"s_shaped",500,0.708708226703108,0.710640321375747,0.710640321375747,0.730323285841006,0.711635370133136,0.715803074350643,4
"s_shaped",500,0.66312545340838,0.669472420262664,0.669472420262664,0.657742088805503,0.694505065666041,0.590334959349593,5
"s_shaped",500,0.552820475384278,0.609719487475387,0.609719487475387,0.609719487475387,0.609719487475387,0.672570053130478,6
"s_shaped",300,0.496124903122578,0.554494862371559,0.533554838870972,0.53031975799395,0.535358383959599,0.561403035075877,6
"s_shaped",500,0.956132801725219,0.956176433711979,0.93526016199002,0.956099701597332,0.951734998370069,0.854056520975952,2
"s_shaped",500,0.636840624799795,0.564310353802294,0.743304143442886,0.904777992664488,0.905757996188097,0.894444911589468,5
"s_shaped",500,0.826828441455973,0.801837216534949,0.906159155432399,0.878341905077146,0.890080010720096,0.801256211305902,3
"s_shaped",500,0.635082104411704,0.745159478672274,0.913138908271107,0.831122592503236,0.94364713172645,0.887632631936178,5
"s_shaped",500,0.905186853635579,0.941519588532066,0.810532588745578,0.778866057403827,0.756922871815228,0.834831430264064,2
"s_shaped",500,0.760378022963114,0.697349517166308,0.772583430380304,0.771345831382389,0.758057399781494,0.673090775935553,3
"s_shaped",300,0.686147699319454,0.518666238512103,0.518666238512103,0.518666238512103,0.53056153271331,0.627152402017128,1
"s_shaped",300,0.763272126055262,0.771723740574664,0.798571607505198,0.801122773616574,0.812181166862897,0.758667301285102,5
"s_shaped",500,0.518614797836765,0.533431034896558,0.623205471287541,0.574268188291013,0.62738153810461,0.59601553624858,5
"s_shaped",300,0.582452829811319,0.602563410253641,0.615283961135844,0.602748910995644,0.626543506174025,0.659126636506546,6
"s_shaped",300,0.627109233566702,NA,NA,NA,NA,0.738698353065573,6
"s_shaped",200,0.527607840548706,0.53292398380204,0.566799582749513,0.534673695517158,0.555256686059013,0.659469795845297,6
"s_shaped",200,0.64812525010004,0.681692677070828,0.596586134453782,0.495209583833533,0.578964085634254,0.586104441776711,2
"s_shaped",500,0.504037100927523,0.501560539013475,0.508850721268032,0.523208580214505,0.513044326108153,0.596084902122553,6
